"TF","Prd","MinS","MPP","MBar","Ind","TP","SL","WR","Trades","PnL","Score"
"4h","3","1","8","60","RSI+MACD+Stoch","3","1","50","4","4","2"
"4h","3","1","8","60","RSI+MACD+Stoch","3","1.5","50","4","3","2"
"4h","3","1","8","60","RSI+MACD+Stoch","3","2","50","4","2","2"
"4h","3","1","8","60","RSI+MACD+Stoch","3","2.5","50","4","1","2"
"4h","3","1","8","60","RSI+MACD+Stoch","3","3","50","4","0","2"
"4h","3","1","8","60","RSI+MACD+Stoch","3","4","50","4","-2","2"
"4h","3","1","8","60","RSI+MACD+Stoch","3","5","50","4","-4","2"
"4h","3","1","8","60","RSI+MACD+Stoch","4","0.5","0","4","-2","0"
"4h","3","1","8","60","RSI+MACD+Stoch","4","1","40","5","1","2"
"4h","3","1","8","60","RSI+MACD+Stoch","4","1.5","40","5","-0.5","2"
"4h","3","1","8","60","RSI+MACD+Stoch","4","2","40","5","-2","2"
"4h","3","1","8","60","RSI+MACD+Stoch","4","2.5","40","5","-3.5","2"
"4h","3","1","8","60","RSI+MACD+Stoch","4","3","40","5","-5","2"
"4h","3","1","8","60","RSI+MACD+Stoch","4","4","40","5","-8","2"
"4h","3","1","8","60","RSI+MACD+Stoch","4","5","50","4","-6","2"
"4h","3","1","5","100","RSI+MACD+Stoch","0.5","0.5","50","4","0","2"
"4h","3","1","5","100","RSI+MACD+Stoch","0.5","1","60","5","0.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch","0.5","1.5","60","5","0","3"
"4h","3","1","5","100","RSI+MACD+Stoch","0.5","2","60","5","-0.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch","0.5","2.5","60","5","-1","3"
"4h","3","1","5","100","RSI+MACD+Stoch","0.5","3","60","5","-1.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch","0.5","4","60","5","-2.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch","0.5","5","60","5","-3.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1","0.5","0","4","-2","0"
"4h","3","1","5","100","RSI+MACD+Stoch","1","1","60","5","2","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1","1.5","60","5","1.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1","2","60","5","1","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1","2.5","60","5","0.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1","3","60","5","0","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1","4","60","5","-1","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1","5","60","5","-2","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1.5","0.5","0","4","-2","0"
"4h","3","1","5","100","RSI+MACD+Stoch","1.5","1","60","5","3.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1.5","1.5","60","5","3","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1.5","2","60","5","2.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1.5","2.5","60","5","2","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1.5","3","60","5","1.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1.5","4","60","5","0.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch","1.5","5","60","5","-0.5","3"
"4h","3","1","5","100","RSI+MACD+Stoch","2","0.5","0","4","-2","0"
"4h","3","1","5","100","RSI+MACD+Stoch","2","1","50","4","2","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2","1.5","50","4","1","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2","2","50","4","0","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2","2.5","50","4","-1","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2","3","50","4","-2","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2","4","50","4","-4","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2","5","50","4","-6","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2.5","0.5","0","4","-2","0"
"4h","3","1","5","100","RSI+MACD+Stoch","2.5","1","50","4","3","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2.5","1.5","50","4","2","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2.5","2","50","4","1","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2.5","2.5","50","4","0","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2.5","3","50","4","-1","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2.5","4","50","4","-3","2"
"4h","3","1","5","100","RSI+MACD+Stoch","2.5","5","50","4","-5","2"
"4h","3","1","5","100","RSI+MACD+Stoch","3","0.5","0","4","-2","0"
"4h","3","1","5","100","RSI+MACD+Stoch","3","1","50","4","4","2"
"4h","3","1","5","100","RSI+MACD+Stoch","3","1.5","50","4","3","2"
"4h","3","1","5","100","RSI+MACD+Stoch","3","2","50","4","2","2"
"4h","3","1","5","100","RSI+MACD+Stoch","3","2.5","50","4","1","2"
"4h","3","1","5","100","RSI+MACD+Stoch","3","3","50","4","0","2"
"4h","3","1","5","100","RSI+MACD+Stoch","3","4","50","4","-2","2"
"4h","3","1","5","100","RSI+MACD+Stoch","3","5","50","4","-4","2"
"4h","3","1","5","100","RSI+MACD+Stoch","4","0.5","0","4","-2","0"
"4h","3","1","5","100","RSI+MACD+Stoch","4","1","40","5","1","2"
"4h","3","1","5","100","RSI+MACD+Stoch","4","1.5","40","5","-0.5","2"
"4h","3","1","5","100","RSI+MACD+Stoch","4","2","40","5","-2","2"
"4h","3","1","5","100","RSI+MACD+Stoch","4","2.5","40","5","-3.5","2"
"4h","3","1","5","100","RSI+MACD+Stoch","4","3","40","5","-5","2"
"4h","3","1","5","100","RSI+MACD+Stoch","4","4","40","5","-8","2"
"4h","3","1","5","100","RSI+MACD+Stoch","4","5","50","4","-6","2"
"4h","3","1","8","100","RSI+MACD+Stoch","0.5","0.5","50","4","0","2"
"4h","3","1","8","100","RSI+MACD+Stoch","0.5","1","60","5","0.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch","0.5","1.5","60","5","0","3"
"4h","3","1","8","100","RSI+MACD+Stoch","0.5","2","60","5","-0.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch","0.5","2.5","60","5","-1","3"
"4h","3","1","8","100","RSI+MACD+Stoch","0.5","3","60","5","-1.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch","0.5","4","60","5","-2.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch","0.5","5","60","5","-3.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1","0.5","0","4","-2","0"
"4h","3","1","8","100","RSI+MACD+Stoch","1","1","60","5","2","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1","1.5","60","5","1.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1","2","60","5","1","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1","2.5","60","5","0.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1","3","60","5","0","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1","4","60","5","-1","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1","5","60","5","-2","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1.5","0.5","0","4","-2","0"
"4h","3","1","8","100","RSI+MACD+Stoch","1.5","1","60","5","3.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1.5","1.5","60","5","3","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1.5","2","60","5","2.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1.5","2.5","60","5","2","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1.5","3","60","5","1.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1.5","4","60","5","0.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch","1.5","5","60","5","-0.5","3"
"4h","3","1","8","100","RSI+MACD+Stoch","2","0.5","0","4","-2","0"
"4h","3","1","8","100","RSI+MACD+Stoch","2","1","50","4","2","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2","1.5","50","4","1","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2","2","50","4","0","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2","2.5","50","4","-1","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2","3","50","4","-2","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2","4","50","4","-4","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2","5","50","4","-6","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2.5","0.5","0","4","-2","0"
"4h","3","1","8","100","RSI+MACD+Stoch","2.5","1","50","4","3","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2.5","1.5","50","4","2","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2.5","2","50","4","1","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2.5","2.5","50","4","0","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2.5","3","50","4","-1","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2.5","4","50","4","-3","2"
"4h","3","1","8","100","RSI+MACD+Stoch","2.5","5","50","4","-5","2"
"4h","3","1","8","100","RSI+MACD+Stoch","3","0.5","0","4","-2","0"
"4h","3","1","8","100","RSI+MACD+Stoch","3","1","50","4","4","2"
"4h","3","1","8","100","RSI+MACD+Stoch","3","1.5","50","4","3","2"
"4h","3","1","8","100","RSI+MACD+Stoch","3","2","50","4","2","2"
"4h","3","1","8","100","RSI+MACD+Stoch","3","2.5","50","4","1","2"
"4h","3","1","8","100","RSI+MACD+Stoch","3","3","50","4","0","2"
"4h","3","1","8","100","RSI+MACD+Stoch","3","4","50","4","-2","2"
"4h","3","1","8","100","RSI+MACD+Stoch","3","5","50","4","-4","2"
"4h","3","1","8","100","RSI+MACD+Stoch","4","0.5","0","4","-2","0"
"4h","3","1","8","100","RSI+MACD+Stoch","4","1","40","5","1","2"
"4h","3","1","8","100","RSI+MACD+Stoch","4","1.5","40","5","-0.5","2"
"4h","3","1","8","100","RSI+MACD+Stoch","4","2","40","5","-2","2"
"4h","3","1","8","100","RSI+MACD+Stoch","4","2.5","40","5","-3.5","2"
"4h","3","1","8","100","RSI+MACD+Stoch","4","3","40","5","-5","2"
"4h","3","1","8","100","RSI+MACD+Stoch","4","4","40","5","-8","2"
"4h","3","1","8","100","RSI+MACD+Stoch","4","5","50","4","-6","2"
"4h","3","2","5","60","All9","0.5","0.5","40","5","-0.5","2"
"4h","3","2","5","60","All9","0.5","1","60","5","-0.5","3"
"4h","3","2","5","60","All9","0.5","1.5","60","5","-1.5","3"
"4h","3","2","5","60","All9","0.5","2","66.7","6","0","4"
"4h","3","2","5","60","All9","0.5","2.5","66.7","6","-0.5","4"
"4h","3","2","5","60","All9","0.5","3","66.7","6","-1","4"
"4h","3","2","5","60","All9","0.5","4","66.7","6","-2","4"
"4h","3","2","5","60","All9","0.5","5","66.7","6","-3","4"
"4h","3","2","5","60","All9","1","0.5","0","5","-2.5","0"
"4h","3","2","5","60","All9","1","1","60","5","1","3"
"4h","3","2","5","60","All9","1","1.5","60","5","0","3"
"4h","3","2","5","60","All9","1","2","66.7","6","2","4"
"4h","3","2","5","60","All9","1","2.5","66.7","6","1.5","4"
"4h","3","2","5","60","All9","1","3","66.7","6","1","4"
"4h","3","2","5","60","All9","1","4","66.7","6","0","4"
"4h","3","2","5","60","All9","1","5","66.7","6","-1","4"
"4h","3","2","5","60","All9","1.5","0.5","0","5","-2.5","0"
"4h","3","2","5","60","All9","1.5","1","60","5","2.5","3"
"4h","3","2","5","60","All9","1.5","1.5","60","5","1.5","3"
"4h","3","2","5","60","All9","1.5","2","66.7","6","4","4"
"4h","3","2","5","60","All9","1.5","2.5","66.7","6","3.5","4"
"4h","3","2","5","60","All9","1.5","3","66.7","6","3","4"
"4h","3","2","5","60","All9","1.5","4","66.7","6","2","4"
"4h","3","2","5","60","All9","1.5","5","66.7","6","1","4"
"4h","3","2","5","60","All9","2","0.5","0","5","-2.5","0"
"4h","3","2","5","60","All9","2","1","40","5","1","2"
"4h","3","2","5","60","All9","2","1.5","40","5","-0.5","2"
"4h","3","2","5","60","All9","2","2","60","5","2","3"
"4h","3","2","5","60","All9","2","2.5","60","5","1","3"
"4h","3","2","5","60","All9","2","3","60","5","0","3"
"4h","3","2","5","60","All9","2","4","60","5","-2","3"
"4h","3","2","5","60","All9","2","5","60","5","-4","3"
"4h","3","2","5","60","All9","2.5","0.5","0","5","-2.5","0"
"4h","3","2","5","60","All9","2.5","1","40","5","2","2"
"4h","3","2","5","60","All9","2.5","1.5","40","5","0.5","2"
"4h","3","2","5","60","All9","2.5","2","60","5","3.5","3"
"4h","3","2","5","60","All9","2.5","2.5","60","5","2.5","3"
"4h","3","2","5","60","All9","2.5","3","60","5","1.5","3"
"4h","3","2","5","60","All9","2.5","4","60","5","-0.5","3"
"4h","3","2","5","60","All9","2.5","5","60","5","-2.5","3"
"4h","3","2","5","60","All9","3","0.5","0","5","-2.5","0"
"4h","3","2","5","60","All9","3","1","40","5","3","2"
"4h","3","2","5","60","All9","3","1.5","40","5","1.5","2"
"4h","3","2","5","60","All9","3","2","60","5","5","3"
"4h","3","2","5","60","All9","3","2.5","60","5","4","3"
"4h","3","2","5","60","All9","3","3","60","5","3","3"
"4h","3","2","5","60","All9","3","4","60","5","1","3"
"4h","3","2","5","60","All9","3","5","60","5","-1","3"
"4h","3","2","5","60","All9","4","0.5","0","5","-2.5","0"
"4h","3","2","5","60","All9","4","1","33.3","6","0","2"
"4h","3","2","5","60","All9","4","1.5","33.3","6","-2","2"
"4h","3","2","5","60","All9","4","2","40","5","2","2"
"4h","3","2","5","60","All9","4","2.5","40","5","0.5","2"
"4h","3","2","5","60","All9","4","3","40","5","-1","2"
"4h","3","2","5","60","All9","4","4","40","5","-4","2"
"4h","3","2","5","60","All9","4","5","50","4","-2","2"
"4h","3","2","8","60","All9","0.5","0.5","40","5","-0.5","2"
"4h","3","2","8","60","All9","0.5","1","60","5","-0.5","3"
"4h","3","2","8","60","All9","0.5","1.5","60","5","-1.5","3"
"4h","3","2","8","60","All9","0.5","2","66.7","6","0","4"
"4h","3","2","8","60","All9","0.5","2.5","66.7","6","-0.5","4"
"4h","3","2","8","60","All9","0.5","3","66.7","6","-1","4"
"4h","3","2","8","60","All9","0.5","4","66.7","6","-2","4"
"4h","3","2","8","60","All9","0.5","5","66.7","6","-3","4"
"4h","3","2","8","60","All9","1","0.5","0","5","-2.5","0"
"4h","3","2","8","60","All9","1","1","60","5","1","3"
"4h","3","2","8","60","All9","1","1.5","60","5","0","3"
"4h","3","2","8","60","All9","1","2","66.7","6","2","4"
"4h","3","2","8","60","All9","1","2.5","66.7","6","1.5","4"
"4h","3","2","8","60","All9","1","3","66.7","6","1","4"
"4h","3","2","8","60","All9","1","4","66.7","6","0","4"
"4h","3","2","8","60","All9","1","5","66.7","6","-1","4"
"4h","3","2","8","60","All9","1.5","0.5","0","5","-2.5","0"
"4h","3","2","8","60","All9","1.5","1","60","5","2.5","3"
"4h","3","2","8","60","All9","1.5","1.5","60","5","1.5","3"
"4h","3","2","8","60","All9","1.5","2","66.7","6","4","4"
"4h","3","2","8","60","All9","1.5","2.5","66.7","6","3.5","4"
"4h","3","2","8","60","All9","1.5","3","66.7","6","3","4"
"4h","3","2","8","60","All9","1.5","4","66.7","6","2","4"
"4h","3","2","8","60","All9","1.5","5","66.7","6","1","4"
"4h","3","2","8","60","All9","2","0.5","0","5","-2.5","0"
"4h","3","2","8","60","All9","2","1","40","5","1","2"
"4h","3","2","8","60","All9","2","1.5","40","5","-0.5","2"
"4h","3","2","8","60","All9","2","2","60","5","2","3"
"4h","3","2","8","60","All9","2","2.5","60","5","1","3"
"4h","3","2","8","60","All9","2","3","60","5","0","3"
"4h","3","2","8","60","All9","2","4","60","5","-2","3"
"4h","3","2","8","60","All9","2","5","60","5","-4","3"
"4h","3","2","8","60","All9","2.5","0.5","0","5","-2.5","0"
"4h","3","2","8","60","All9","2.5","1","40","5","2","2"
"4h","3","2","8","60","All9","2.5","1.5","40","5","0.5","2"
"4h","3","2","8","60","All9","2.5","2","60","5","3.5","3"
"4h","3","2","8","60","All9","2.5","2.5","60","5","2.5","3"
"4h","3","2","8","60","All9","2.5","3","60","5","1.5","3"
"4h","3","2","8","60","All9","2.5","4","60","5","-0.5","3"
"4h","3","2","8","60","All9","2.5","5","60","5","-2.5","3"
"4h","3","2","8","60","All9","3","0.5","0","5","-2.5","0"
"4h","3","2","8","60","All9","3","1","40","5","3","2"
"4h","3","2","8","60","All9","3","1.5","40","5","1.5","2"
"4h","3","2","8","60","All9","3","2","60","5","5","3"
"4h","3","2","8","60","All9","3","2.5","60","5","4","3"
"4h","3","2","8","60","All9","3","3","60","5","3","3"
"4h","3","2","8","60","All9","3","4","60","5","1","3"
"4h","3","2","8","60","All9","3","5","60","5","-1","3"
"4h","3","2","8","60","All9","4","0.5","0","5","-2.5","0"
"4h","3","2","8","60","All9","4","1","33.3","6","0","2"
"4h","3","2","8","60","All9","4","1.5","33.3","6","-2","2"
"4h","3","2","8","60","All9","4","2","40","5","2","2"
"4h","3","2","8","60","All9","4","2.5","40","5","0.5","2"
"4h","3","2","8","60","All9","4","3","40","5","-1","2"
"4h","3","2","8","60","All9","4","4","40","5","-4","2"
"4h","3","2","8","60","All9","4","5","50","4","-2","2"
"4h","3","2","5","100","All9","0.5","0.5","40","5","-0.5","2"
"4h","3","2","5","100","All9","0.5","1","60","5","-0.5","3"
"4h","3","2","5","100","All9","0.5","1.5","60","5","-1.5","3"
"4h","3","2","5","100","All9","0.5","2","66.7","6","0","4"
"4h","3","2","5","100","All9","0.5","2.5","66.7","6","-0.5","4"
"4h","3","2","5","100","All9","0.5","3","66.7","6","-1","4"
"4h","3","2","5","100","All9","0.5","4","66.7","6","-2","4"
"4h","3","2","5","100","All9","0.5","5","66.7","6","-3","4"
"4h","3","2","5","100","All9","1","0.5","0","5","-2.5","0"
"4h","3","2","5","100","All9","1","1","60","5","1","3"
"4h","3","2","5","100","All9","1","1.5","60","5","0","3"
"4h","3","2","5","100","All9","1","2","66.7","6","2","4"
"4h","3","2","5","100","All9","1","2.5","66.7","6","1.5","4"
"4h","3","2","5","100","All9","1","3","66.7","6","1","4"
"4h","3","2","5","100","All9","1","4","66.7","6","0","4"
"4h","3","2","5","100","All9","1","5","66.7","6","-1","4"
"4h","3","2","5","100","All9","1.5","0.5","0","5","-2.5","0"
"4h","3","2","5","100","All9","1.5","1","60","5","2.5","3"
"4h","3","2","5","100","All9","1.5","1.5","60","5","1.5","3"
"4h","3","2","5","100","All9","1.5","2","66.7","6","4","4"
"4h","3","2","5","100","All9","1.5","2.5","66.7","6","3.5","4"
"4h","3","2","5","100","All9","1.5","3","66.7","6","3","4"
"4h","3","2","5","100","All9","1.5","4","66.7","6","2","4"
"4h","3","2","5","100","All9","1.5","5","66.7","6","1","4"
"4h","3","2","5","100","All9","2","0.5","0","5","-2.5","0"
"4h","3","2","5","100","All9","2","1","40","5","1","2"
"4h","3","2","5","100","All9","2","1.5","40","5","-0.5","2"
"4h","3","2","5","100","All9","2","2","60","5","2","3"
"4h","3","2","5","100","All9","2","2.5","60","5","1","3"
"4h","3","2","5","100","All9","2","3","60","5","0","3"
"4h","3","2","5","100","All9","2","4","60","5","-2","3"
"4h","3","2","5","100","All9","2","5","60","5","-4","3"
"4h","3","2","5","100","All9","2.5","0.5","0","5","-2.5","0"
"4h","3","2","5","100","All9","2.5","1","40","5","2","2"
"4h","3","2","5","100","All9","2.5","1.5","40","5","0.5","2"
"4h","3","2","5","100","All9","2.5","2","60","5","3.5","3"
"4h","3","2","5","100","All9","2.5","2.5","60","5","2.5","3"
"4h","3","2","5","100","All9","2.5","3","60","5","1.5","3"
"4h","3","2","5","100","All9","2.5","4","60","5","-0.5","3"
"4h","3","2","5","100","All9","2.5","5","60","5","-2.5","3"
"4h","3","2","5","100","All9","3","0.5","0","5","-2.5","0"
"4h","3","2","5","100","All9","3","1","40","5","3","2"
"4h","3","2","5","100","All9","3","1.5","40","5","1.5","2"
"4h","3","2","5","100","All9","3","2","60","5","5","3"
"4h","3","2","5","100","All9","3","2.5","60","5","4","3"
"4h","3","2","5","100","All9","3","3","60","5","3","3"
"4h","3","2","5","100","All9","3","4","60","5","1","3"
"4h","3","2","5","100","All9","3","5","60","5","-1","3"
"4h","3","2","5","100","All9","4","0.5","0","5","-2.5","0"
"4h","3","2","5","100","All9","4","1","33.3","6","0","2"
"4h","3","2","5","100","All9","4","1.5","33.3","6","-2","2"
"4h","3","2","5","100","All9","4","2","40","5","2","2"
"4h","3","2","5","100","All9","4","2.5","40","5","0.5","2"
"4h","3","2","5","100","All9","4","3","40","5","-1","2"
"4h","3","2","5","100","All9","4","4","40","5","-4","2"
"4h","3","2","5","100","All9","4","5","50","4","-2","2"
"4h","3","2","8","100","All9","0.5","0.5","40","5","-0.5","2"
"4h","3","2","8","100","All9","0.5","1","60","5","-0.5","3"
"4h","3","2","8","100","All9","0.5","1.5","60","5","-1.5","3"
"4h","3","2","8","100","All9","0.5","2","66.7","6","0","4"
"4h","3","2","8","100","All9","0.5","2.5","66.7","6","-0.5","4"
"4h","3","2","8","100","All9","0.5","3","66.7","6","-1","4"
"4h","3","2","8","100","All9","0.5","4","66.7","6","-2","4"
"4h","3","2","8","100","All9","0.5","5","66.7","6","-3","4"
"4h","3","2","8","100","All9","1","0.5","0","5","-2.5","0"
"4h","3","2","8","100","All9","1","1","60","5","1","3"
"4h","3","2","8","100","All9","1","1.5","60","5","0","3"
"4h","3","2","8","100","All9","1","2","66.7","6","2","4"
"4h","3","2","8","100","All9","1","2.5","66.7","6","1.5","4"
"4h","3","2","8","100","All9","1","3","66.7","6","1","4"
"4h","3","2","8","100","All9","1","4","66.7","6","0","4"
"4h","3","2","8","100","All9","1","5","66.7","6","-1","4"
"4h","3","2","8","100","All9","1.5","0.5","0","5","-2.5","0"
"4h","3","2","8","100","All9","1.5","1","60","5","2.5","3"
"4h","3","2","8","100","All9","1.5","1.5","60","5","1.5","3"
"4h","3","2","8","100","All9","1.5","2","66.7","6","4","4"
"4h","3","2","8","100","All9","1.5","2.5","66.7","6","3.5","4"
"4h","3","2","8","100","All9","1.5","3","66.7","6","3","4"
"4h","3","2","8","100","All9","1.5","4","66.7","6","2","4"
"4h","3","2","8","100","All9","1.5","5","66.7","6","1","4"
"4h","3","2","8","100","All9","2","0.5","0","5","-2.5","0"
"4h","3","2","8","100","All9","2","1","40","5","1","2"
"4h","3","2","8","100","All9","2","1.5","40","5","-0.5","2"
"4h","3","2","8","100","All9","2","2","60","5","2","3"
"4h","3","2","8","100","All9","2","2.5","60","5","1","3"
"4h","3","2","8","100","All9","2","3","60","5","0","3"
"4h","3","2","8","100","All9","2","4","60","5","-2","3"
"4h","3","2","8","100","All9","2","5","60","5","-4","3"
"4h","3","2","8","100","All9","2.5","0.5","0","5","-2.5","0"
"4h","3","2","8","100","All9","2.5","1","40","5","2","2"
"4h","3","2","8","100","All9","2.5","1.5","40","5","0.5","2"
"4h","3","2","8","100","All9","2.5","2","60","5","3.5","3"
"4h","3","2","8","100","All9","2.5","2.5","60","5","2.5","3"
"4h","3","2","8","100","All9","2.5","3","60","5","1.5","3"
"4h","3","2","8","100","All9","2.5","4","60","5","-0.5","3"
"4h","3","2","8","100","All9","2.5","5","60","5","-2.5","3"
"4h","3","2","8","100","All9","3","0.5","0","5","-2.5","0"
"4h","3","2","8","100","All9","3","1","40","5","3","2"
"4h","3","2","8","100","All9","3","1.5","40","5","1.5","2"
"4h","3","2","8","100","All9","3","2","60","5","5","3"
"4h","3","2","8","100","All9","3","2.5","60","5","4","3"
"4h","3","2","8","100","All9","3","3","60","5","3","3"
"4h","3","2","8","100","All9","3","4","60","5","1","3"
"4h","3","2","8","100","All9","3","5","60","5","-1","3"
"4h","3","2","8","100","All9","4","0.5","0","5","-2.5","0"
"4h","3","2","8","100","All9","4","1","33.3","6","0","2"
"4h","3","2","8","100","All9","4","1.5","33.3","6","-2","2"
"4h","3","2","8","100","All9","4","2","40","5","2","2"
"4h","3","2","8","100","All9","4","2.5","40","5","0.5","2"
"4h","3","2","8","100","All9","4","3","40","5","-1","2"
"4h","3","2","8","100","All9","4","4","40","5","-4","2"
"4h","3","2","8","100","All9","4","5","50","4","-2","2"
"4h","5","1","5","60","All9","0.5","0.5","40","5","-1","2"
"4h","5","1","5","60","All9","0.5","1","60","5","0.5","3"
"4h","5","1","5","60","All9","0.5","1.5","100","4","2","4"
"4h","5","1","5","60","All9","0.5","2","100","4","2","4"
"4h","5","1","5","60","All9","0.5","2.5","100","4","2","4"
"4h","5","1","5","60","All9","0.5","3","100","4","2","4"
"4h","5","1","5","60","All9","0.5","4","100","4","2","4"
"4h","5","1","5","60","All9","0.5","5","100","4","2","4"
"4h","5","1","5","60","All9","1","0.5","40","5","-0.5","2"
"4h","5","1","5","60","All9","1","1","60","5","2","3"
"4h","5","1","5","60","All9","1","1.5","100","4","4","4"
"4h","5","1","5","60","All9","1","2","100","4","4","4"
"4h","5","1","5","60","All9","1","2.5","100","4","4","4"
"4h","5","1","5","60","All9","1","3","100","4","4","4"
"4h","5","1","5","60","All9","1","4","100","4","4","4"
"4h","5","1","5","60","All9","1","5","100","4","4","4"
"4h","5","1","5","60","All9","1.5","0.5","40","5","0","2"
"4h","5","1","5","60","All9","1.5","1","50","4","1","2"
"4h","5","1","5","60","All9","1.5","1.5","60","5","3","3"
"4h","5","1","5","60","All9","1.5","2","100","4","6","4"
"4h","5","1","5","60","All9","1.5","2.5","100","4","6","4"
"4h","5","1","5","60","All9","1.5","3","100","4","6","4"
"4h","5","1","5","60","All9","1.5","4","100","4","6","4"
"4h","5","1","5","60","All9","1.5","5","100","4","6","4"
"4h","5","1","5","60","All9","2","0.5","0","4","-2","0"
"4h","5","1","5","60","All9","2","1","40","5","-1","2"
"4h","5","1","5","60","All9","2","1.5","40","5","-2.5","2"
"4h","5","1","5","60","All9","2","2","50","4","0","2"
"4h","5","1","5","60","All9","2","2.5","50","4","-1","2"
"4h","5","1","5","60","All9","2","3","50","4","-2","2"
"4h","5","1","5","60","All9","2","4","50","4","-4","2"
"4h","5","1","5","60","All9","2","5","50","4","-6","2"
"4h","5","1","5","60","All9","2.5","0.5","0","4","-2","0"
"4h","5","1","5","60","All9","2.5","1","0","4","-4","0"
"4h","5","1","5","60","All9","2.5","1.5","0","4","-6","0"
"4h","5","1","5","60","All9","2.5","2","50","4","1","2"
"4h","5","1","5","60","All9","2.5","2.5","50","4","0","2"
"4h","5","1","5","60","All9","2.5","3","50","4","-1","2"
"4h","5","1","5","60","All9","2.5","4","50","4","-3","2"
"4h","5","1","5","60","All9","2.5","5","50","4","-5","2"
"4h","5","1","5","60","All9","3","0.5","0","4","-2","0"
"4h","5","1","5","60","All9","3","1","0","4","-4","0"
"4h","5","1","5","60","All9","3","1.5","0","4","-6","0"
"4h","5","1","5","60","All9","3","2","50","4","2","2"
"4h","5","1","5","60","All9","3","2.5","50","4","1","2"
"4h","5","1","5","60","All9","3","3","50","4","0","2"
"4h","5","1","5","60","All9","3","4","50","4","-2","2"
"4h","5","1","5","60","All9","3","5","50","4","-4","2"
"4h","5","1","5","60","All9","4","0.5","0","4","-2","0"
"4h","5","1","5","60","All9","4","1","0","4","-4","0"
"4h","5","1","5","60","All9","4","1.5","0","4","-6","0"
"4h","5","1","5","60","All9","4","2","50","4","4","2"
"4h","5","1","5","60","All9","4","2.5","50","4","3","2"
"4h","5","1","5","60","All9","4","3","50","4","2","2"
"4h","5","1","5","60","All9","4","4","50","4","0","2"
"4h","5","1","5","60","All9","4","5","50","4","-2","2"
"4h","5","1","8","60","All9","0.5","0.5","40","5","-1","2"
"4h","5","1","8","60","All9","0.5","1","60","5","0.5","3"
